,protocol,post_id,timestamp,title,description
10,sushi,sushi--QmXBvzHrambpkztJB1ftv27v5B9yRJdB35XBTZaBJLAoE5,2020-08-31 20:44:09+00:00,Add DIA-ETH Pool to Sushiswap,"DIA (Decentralised Information Asset) is an open-source oracle platform that enables market actors to source, supply and share trustable data.

Trusted Oracles for Decentralised Finance
DeFi applications are reliant on trustable and scalable data feeds to build reliable products and avoid exploitation and manipulation. DIA leverages crypto-economic incentives and the wisdom of the community to source, validate and deliver trusted financial data



https://token.diadata.org/
https://uniswap.info/pair/0x4dc02e1bb2ec1ce4c50c351e6e06505e7b1dce8d

Any interest in adding the Future of Defi's Oracles to Sushiswap?"
11,sushi,sushi--QmdyL1KKcJxDNvAvj8hqJY3xgqHnq4bVQMzm9T2s6BiFS4,2020-09-01 14:06:28+00:00,Should the ETH/SUSHI pool migrate early with liquidity providers receiving a one-time airdrop from the dev fund?,"An issue facing SUSHI right now is the need to safely migrate liquidity pools while also providing incentive for people to keep their money in the LP's during migration so as to not cause any gap in liquidity.

I propose migrating the ETH/SUSHI pool earlier than before, with a snapshot prior to and following migration to confirm who stayed providing liquidity during the active migration. As a result, those who continued to provide liquidity to the ETH/SUSHI pair during migration, should receive a one-time ""airdrop"" of bonus SUSHI rewards paid from the dev fund.

This would not only provide the required incentives to stay staked during migration, but would provide great community will as well."
12,sushi,sushi--QmNW3uvb3f6qUxDSvqCNRR1UWzqqhevFmTSVWoVBCJM18j,2020-09-02 11:09:26+00:00,Add ADX/ETH pool,"Add the ADX/ETH pool to Uniswap

https://uniswap.info/pair/0xd3772a963790fede65646cfdae08734a17cd0f47"
13,sushi,sushi--QmURwf5RHeNxpbsXXYAarPG4uS6BeYDioHyiARqyX6qgER,2020-09-02 11:22:37+00:00,Add ADX/ETH pool (correct proposal),"Add a pool for https://uniswap.info/pair/0xd3772a963790fede65646cfdae08734a17cd0f47

This proposal replaces https://snapshot.page/#/sushi/proposal/QmNW3uvb3f6qUxDSvqCNRR1UWzqqhevFmTSVWoVBCJM18j, with a correct snapshot block number"
14,sushi,sushi--QmNi9qRxp2Y7hKpDftcZX71i56ufcnEbtRhTDHRtrhUDHM,2020-09-02 16:35:43+00:00,Sell X% of Dev Fund for Dai and implement Governance,Sushi will remain volatile.  We should sell enough Sushi for Dai to provide at least 2 year project runway.  This fund should be controlled by community governance and paid to dev team in installments.
15,sushi,sushi--QmcTGbfMLXmUKRJCjJHEpbJSD2yqPYUgUoCTSbbKAEbr5m,2020-09-02 16:51:34+00:00,Incentivize LPs after Migration,"We should migrate up to 1 week earlier and continue to pay 10X rewards for up to 1 week after migration.  Otherwise, Sushiswap will lose liquidity prior to migration."
16,sushi,sushi--QmVWUX6fRfyPxSYqSNWjNFBjHNdXop2dfrFvRXFq4Wvw4V,2020-09-03 03:18:31+00:00,SIP-5 Make Sushiswap Safe,"Background:

Unlike recent forks, Sushiswap employs its own contracts, which means the risk of smart contract bugs are higher than protocols that simply fork other project's code.

To ensure long term survival of the Sushiswap platform and incentivize user loyalty, I propose a small percentage of the dev pool be used to incentivize $SUSHI holders to provide coverage for Sushi contracts on Nexus Mutual.

Insurance products in DeFi are highly underexplored. Currently, Nexus Mutual is the only platform that supports the flexible coverage Sushi requires. In case of a smart contract bug that traps user funds, users who purchased cover on Nexus Mutual can be protected.

Benefits:

Benefit to liquidity providers: can insure against potential smart contract failure and loss of funds

Benefit to users: signals developer confidence in contract security

Benefit to developers: attract more demand for SUSHI as Sushiswap becomes a safer product.

Economics:

The development pool allocation currently sits at 10% of all inflation. A 10% cut of that means 1% of all inflation will be used to incentivize Nexus Mutual stakers.

During the initial 10x bonus period (first two weeks since master chef contract goes live), 1000 SUSHI will be minted per block. After the first two weeks, 100 SUSHI will be minted per block.

Assuming the price of $7/SUSHI and 10% of dev pool (1% of all inflation) is used to incentivize Nexus stakers, this implies roughly $7M first month, or $21M in SUSHI rewards. Currently there is roughly $22M staked for Uniswap contracts on Nexus; assuming conservatively that Sushi covers will be similar to Uniswap, this implies ~100% APY for those who provide insurance coverage for SUSHI.

Alternatively, we can also explore using 5% of dev pool only, which will still result in a 50% APY for Nexus stakers. 

Detailed numbers here for review: 

https://docs.google.com/spreadsheets/d/1o293irtRAbIEYarY0x8EBMvHL8BF
i4KaAtdtT1JYNAo/edit?usp=sharing"
17,sushi,sushi--QmXcfQEtAtqbPjpi5ifgun4HbLvVvMm5gh9RAEq39EACEd,2020-09-03 04:13:03+00:00,Grant Proposal: https://sushi.zippo.io,"## Grant Proposal: https://sushi.zippo.io
https://sushi.zippo.io, created by [@zippoxer](https://twitter.com/zippoxer), has become the go-to standard for the public and community to access information about SushiSwap staking, including TVL, yield rate, price, etc.

@zippoxer built this SushiSwap portal more than a day before SushiSwap went live. He also continues to add more features as SushiSwap gets more developed. This shows his intention to stay for the community for long term.

Once the vote is finalized, Chef Nomi will take the weighted average value and transfer devshare $SUSHI tokens to @zippoxer address:  0xeDb7367FD9D58fc59F9d28edD74c056CE84222d3

---

*Chef Nomi trusts you guys, so please vote responsibly and reasonably.*"
18,sushi,sushi--QmQvs9zBkzggN5t99RSp1i4pygQ1Le7SENvNg8kWNqidJZ,2020-09-03 08:16:35+00:00,Reward not removing liquidity until migration,It seems to be that many people are expecting there to be a massive liquidity removal just before the migration happens. Why not reward people that actually leave the LP tokens to be migrated to reduce this effect.
19,sushi,sushi--QmdTijSFWvMoWFBbW1S5Gi8JXdCk7b7GSxJws15HfmbqT4,2020-09-03 13:10:52+00:00,Add Sushi-USDT reward pool ,"Following the volatility in the market, and the size on USDT ERC20, we should put up a Sushi-USDT pool. Below proposed rewards."
20,sushi,sushi--QmXm9T791myT62Jj3iokarQYuUF2XKMBUXmqUKh5fKpK1L,2020-09-03 13:44:53+00:00,Liquidity Migration™️ Proposal,"With the complete audits of SushiSwap smart contracts by [Quantstamp (security review)](https://twitter.com/Quantstamp/status/1301280985334439936) and [Peckshield (full audit)](https://twitter.com/NomiChef/status/1300742677680463874) without critical/high severity issues, the SushiSwap protocol is ready to do liquidity migration to spin off the first community-owned AMM. Vote on this proposal if you agree that we should perform liquidity migration before the end of initial bonus reward distribution period. 

With its own AMM, SushiSwap will be able to collect 1/6 of trading fees to distribute back to $SUSHI token holders. Note that liquidity migration requires no action from liquidity providers. The process will be seamless and everyone will maintain the same amount of LP tokens.

If this proposal passes, Chef Nomi will deploy all the necessary smart contracts - Migrator, SushiSwapFactory (UniswapFactory), SushiMaker, and SushiBar - and set ""setMigrator"" function call the Timelock smart contract. 48 hours after the timelock, liquidity migration will happen.

---
Voting period for this proposal is 1 day. Chef Nomi trusts you guys, so please vote responsibly and reasonably."
21,sushi,sushi--QmbHX9TGWLsW1E2QeS6SrRruonbSYh3Dqc6aZqq9gFSW5o,2020-09-03 18:07:21+00:00,Incentivize LPs to stay staked during the migration,"The moment of migration itself is the most valuable time for LPs to provide liquidity. Nothing in the existing structure incentivizes LPs being staked at the moment of migration. 
1. There are incentives to LPs BEFORE migration (10x pool)
2. There is a proposal to offer incentives AFTER migration
3. There is NO incentive to be locked in at the moment of migration! This is when SushiSwap needs LPs the most.

Currently anyone can just get sushis without participating in the migration. Why would you stay staked if you can make 10X rewards before and then pull out your funds and go on your merry way before migration happens?

Proposed Solution: Provide a large, one-time drop of Sushis for all LPs who are staked at the time of migration. This is even more important than providing incentives before the migration.
"
22,sushi,sushi--QmZyM1QzahgZt1D4D9ys21PHhVjhW99pH68D4AFcSqoCt2,2020-09-03 21:20:33+00:00,Marketing Channel/Team,"Cheers,
To help funneling the communication, I propose opening a marketing channel so we can discuss what content we need.
I believe initially we can open the channel then discuss what resources we need, how many, and how we will run the budget.

Keep in mind we need content creators:
1. Content writers
2. Social media managers
3. Graphic designers
4. Video Content
and whatever we see that we might need, we can vote on that later.
 "
23,sushi,sushi--QmcxDxp9qRM8qxQBA1LHzBbhzZv7KXnqUR4zJJmNoG9ANe,2020-09-04 02:04:14+00:00,Grant Proposal: http://sushiswap.xyz/,"http://sushiswap.xyz/, created by @0xdev0, is a fork of Uniswap interface with Sushi branding.

Not available fo trading yet! Once the new contracts are deployed, the interface will be updated and will be immediately usable for trading.

While it's not a fully custom solution yet, time is of the essence now and we need a functioning UI ASAP. Uniswap has already done a great job on the UI and there is no reason not to use them in the beginning.

@0xdev0 has decided to forgo 90% of the grant allocation and instead distribute it to the top 10 proposal voters.

If this proposal passes, 90% of the grant amount shall be distributed to the top 10 voters equally. The remaining 10% should be awarded to @0xdev0 to 0xeDb7367FD9D58fc59F9d28edD74c056CE84222d3. This distribution should either be done by Chef Nomi directly or by sending the funds to @0xdev0 who will then do the distribution manually.

Grant value should be determined by the weighted average value."
24,sushi,sushi--QmRc3xHBEvhzXn5Uyqp3GJw2Cn8iDv9p9zdVyGzmZkyXBw,2020-09-04 08:03:45+00:00," proposal for the Sushiswap community by @SBF_Alameda, CEO of @FTX_Official  and Alameda Research.","Background
Solana is a fast blockchain -- probably the fastest.  It can support over 50k tps without sharding, and costs about $0.00002 per transaction.

Serum is an on-chain DeFi ecosystem built on Solana.  The first core piece of it, an on-chain DEX, went live last week.

Notes: This is submitted on behalf of EcoSerum, a Serum node.  I am Sam Bankman-Fried.  I am involved in the development of Serum but have not been involved in the development of Sushi in any way.  This proposal is not on behalf of or related to FTX.  I have exposure to both SRM and SUSHI.


Proposal

The Sushi community builds out support for Sushiswap on Solana
Sushi rewards are paid to both Ethereum and Solana/Serum based Sushiswap
Proportional to the TLV in each
Or alternately fixed to each pool
The Sushi community composes this with the Serum orderbooks
Each Sushi pool has a curve, currently constant-product
The pool sends bids/offers into the associated Serum orderbook to simulate that curve
This allows the Sushi AMM to share liquidity and volume with the orderbook
FTX has a bridge from ERC20 <> SPL (Solana token) Sushi; in the next week, sollet.io will as well
Sushi will also be able to compose with a borrow/lending protocol on Serum to allow the pools to trade on margin, though that’s not necessary for V1

Rewards

EcoSerum, a Serum node that helps build out the community, will give the following rewards:
50k SRM for 1+2
1 locked MegaSerum for 1-5
One MegaSerum is 1 million Serum put together
This will allow the Sushi community to participate in Serum, run a node, receive yield, benefit from a buy/burn, and receive discounts
This will be locked (not sellable or transferable) for 1-7 years: fully locked until Aug 1 2021, and then unlocking linearly over the 6 years after that
These rewards are for the Sushi community, controlled by governance, to do what they want with
In addition, 20k SRM for 1+2 and another 10k for 1-5 to the team who builds it

Timeline

The target would be for pieces of this to roll out within a month, and completion before the end of 2020.  The assumption is that work would not start in earnest until after the Sushiswap migration is complete.
"
25,sushi,sushi--QmP5t4xVLaZUST7E9r8KX4DZvmMz6cRnaxybAorx7eyw6A,2020-09-04 11:13:19+00:00,Pay devs to make downloadabl client,"Chef Nomi want users to make their own trading UI. Custom-made UI will run on private servers. Server admin can change code at any moment - ask users sign malicious transactions. Users don't look at transaction code.

This is why BTC, ETH etc have downloadable clients. Integrity of downloaded client can be verified via its hash, which is published by auditors. Downloaded client won't update without permission.

Will we pay developers from the devshare to make a downloadable client?"
26,sushi,sushi--QmekFdvYrLvWZoaWmcNToybfDKzhMqZKnqRmGVUmbs3eW6,2020-09-04 17:42:32+00:00,Incentives for Uniswap LPs to Migrate to SUSHISWAP DEX,"Penalize LPs of sushiswap who remove Liquidity before migration to the new sushiswap DEX. 

*This will encourage people who are current LPs to follow throw with the migration.

Plan to implement proposal:

create locking period for claiming MAX sushi rewards until after migration has taken affect.

- Disincentive not to migrate:

removing liquidity before migration subjects LPs to losing 2/3 of all sushi rewards

Incentive to migrate:

Reward those who migrated with the 2/3 rds of shushi confiscated from penalized LPs

"
27,sushi,sushi--QmXHmxpd4TRcJds9kpkzwNAtgbYhscgZohiTP6YtJX85jN,2020-09-05 03:19:44+00:00,Change SUSHI to a fixed supply of 4 billion,"This proposal is to change SUSHI to a fixed max supply. This will create more interest in the project, reward early adopters, and may have the ability to increase the value of the tokens. 


## What should the fixed supply be? 

If we look at the Numerology of the name Sushi:

S	19
U	21
S	19
H	8
I	9
Total	76
Subtotal	(7+6) =13
Subtotal	(1+3) =4
#### Your lucky number is	4

*General Traits:*	Lucky number 4 is usually blessed with amazing management skills. Sushi is very good at summarizing the scattered documents, tackling complicated situations and handling problems with patience. You can't dispute or argue with Sushi thanks to the super reasoning power Sushi has.

*Strong points:*	Number 4 makes Sushi very patient, trustworthy and reliable. Sushi is proud but not arrogant. Sushi can make great achievements in life given the loyal nature and immense knowledge.

*Weak points:*	Sushi can be very stubbornness, envious, quarrelsome and even gloomy at times. sometimes boring. Sushi happens to be a bit greedy too.

With four (4) being the lucky number of SUSHI, this proposal is for changing the fixed supply to `4 billion (4,000,000,000) sushi tokens`. 

**No further tokens will be created after 4 billion tokens are reached. **


Please vote



"
28,sushi,sushi--QmYT9oG72so1XM8n3xg444AxaEnzSKXEQDh11U1RiYA5kU,2020-09-05 03:29:03+00:00,Should Set Max Supply to 70M?,Set max supply to 70M Sushi. This will create FOMO to gather as much Sushi as possible to reward early LPs. It will also create the price of Sushi to spike creating more awareness in the crypto community.  Once the migration is over... and SushiSwap is in fully operational.... it will continue to provide value to early adopters.
29,sushi,sushi--QmW1SEwSLvc6oU4zNPCWVwyKSjNe5wAjdo6igj3qjtviLN,2020-09-05 06:01:57+00:00,Allow mass harvesting of SUSHI rewards,"Background
Let's face it, until we migrate the entire service to another blockchain, we are going to have to deal with paying ridiculously high GAS fees to ETH miners. And, it's already begun, in fact Mid-August saw total Ethereum GAS fees top a record $8.6 million in one day.

These GAS fees are like tapeworms that eat up all those great SUSHI gains LP's have come accustomed to seeing accrue on their screens. 

Proposal
Chef Nomi implements code enabling a button that will give LP's a choice of harvesting of the SUSHI tokens as a group maybe once every 3, 6, 9 or 12 hours to save on such fees-- the longer the wait, the greater the savings.

I realize this could be a lot of work to code, but I believe the GAS saving could be amazing. It will further incentivize LP's to reup and their restake even more ETH/SUSHI or other pairs, and at the very least, serve as a reward for those providing liquidity to the pool. 

I am not sure how much GAS we will save by doing this, but perhaps a portion of the savings could go back to the developers or go into a fund that will pay for the Nexus Mutual Insurance for the LPs or something like that. 

I don't have a UI mock-up or anything put together yet, but a fellow community member suggested a ""Karaoke Together"" button to allow this group harvesting capability. Below is how I imagine it working:

1. LP goes to sushiswap.org and connects his/her wallet
2. Clicks on the Home screen which instead of displaying only the existing 2 buttons showing your SUSHI balance and Total Supply;
3. The LP can choose 1 of 2 more buttons under a title ""HARVEST YOUR SUSHI"" 
4. Button One reads ""Harvest via TAKE OUT"" for solo harvesting which uses more GAS;
5. And the other reads, ""KARAOKE TOGETHER,"" and save GAS fees. 

Of course there could be links that explain the process to the user before they choose the option best for them. 

I am hoping someone in the community can build this mock this up really quickly and give @NomiChef a better visual of how this could look in the future. 







"
30,sushi,sushi--Qma4ZJB8cmqzqAVYR35h5dEFUHAXHCeazwx9q3nYNM6jvN,2020-09-05 15:28:36+00:00,SIP-5 Add SWRV-ETH LP Pool,"Swerve Finance (https://swerve.fi/) is a 100% community-owned fork of Curve with fairer tokenomics for Liquidity Providers, and a max supply of 33M SWRV. More details can be found on the website.

SWRV Contract Address: 0xb8baa0e4287890a5f79863ab62b7f175cecbd433

As of now, they have $400M+ locked in the protocol, just a few hours after launch.

This proposal seeks to add SWRV-ETH LP pool which would help create more liquidity for SWRV-ETH pool (currently it's quite low) and reward LPs with the same initial reward weight of 0.2x as was assigned for the Pools added in SIP-4.
"
31,sushi,sushi--QmXXQiooUimGRBnDuYDVkGyG4LGBJ9FkdSFrTyrZ2wUaSx,2020-09-05 15:58:30+00:00,Path Forward Proposal,"Chef Nomi made some unfortunate decisions that hurt members of the community - even though he may have been doing what he thought was right.

To help this community recover, the following steps should be taken.

1. Chef Nomi transfers the dev fund, and admin keys over to a community elected multisig. The admin ownership stays with the multisig until direct community governance is vetted and ready.
2. All future decisions will be done by community vote and enacted by the multisig admins.
3. Chef Nomi will transfer all the LP tokens and Eth from the sold $SUSHI back to the multisig - as this was done without community vote.

After that, the community will hold two separate votes for:

A) A one time grant for Nomi for his work done. (I'd propose 200,000 $SUSHI vested over 3 years)
B) A wage for Nomi should he wish to continue to work on and develop the project.

In this model, Nomi and others would not have any status above any other member of the community. All decisions would be by community vote.

The dev fund will be used to support development on a grant basis through proposals and enacted by the multisig team.

This proposal give Nomi a chance to redeem his reputation, be compensated for the work he has done, and continue to work on the project while removing the systemic risk we've had so far.

It is also a chance for Nomi to show faith in community governance. Should the community vote for this proposal and Nomi not take the steps to return ALL funds to a multi-sig, then this project is truly dead."
32,sushi,sushi--QmdRjsrrEBq6JTXN9dcEHG8sFzaZ7jWdNsaENrQHuDxStc,2020-09-06 10:40:10+00:00,Liquidity Migration Proposal 2.0,"Originally published as a tweet thread: https://twitter.com/SBF_Alameda/status/1302534617522556929

Vote yes if you support this plan. Actual details to come in another proposal. Vote no if you support scrapping this plan and going back to the drawing board

Text of the tweet thread:

1) Now that the Sushi key has been transferred, it's time to transfer control to a multisig of myself and Larry Ce...
Just kidding.  Here's the actual plan (https://discord.com/channels/748031363935895552/748033004323995680/752077277390700605)

2) a) the old migration was tied to Nomi's key, so cancelling that.
b) replacing with an identical one tied to mine.
c) putting up a vote; if majority vote _against_ this migration in the next 12h we'll cancel it

3) going to transfer control to a multisig.
If you would like to be a member of this, please comment on this post with ""I would like to be a multisig key holder for sushi"".  We'll take the top 20 by likes, and have a proper vote on them.

4) will then transfer keys to that multisig group.
After that -- Sushi shall be back in the community's hands.
We'll put up a vote on this whole plan, if majority vote against then we'll scrap it and go back to the drawing board."
33,sushi,sushi--QmRAFr3m1qz7Rzs7r7dSGKfPyFN2A1vchcSW7vjeEFWLWG,2020-09-06 11:45:26+00:00,Grant for the migration of the first pool,"The first migration is a big milestone and the person doing it should be 100% dedicated to it 100%. which means that a grant would be a good incentive for this.
"
34,sushi,sushi--QmSg9yVu2L25XhyBa33wNr5vAdvyeYrKn5EBMfQ5rQBwyn,2020-09-06 11:48:30+00:00,Grant for the migration of the first pool,The first migration is a big milestone for the project and the person doing it should be 100% dedicated to it. A grant would be a good incentive for this.
35,sushi,sushi--QmdXCYgQpm3ijrfR6jjg9eEMois5DAXpmnYKNzdgUqhiBf,2020-09-07 14:07:40+00:00,Reward those who provide liquidity through migration,"SBF is giving out 1mm $SUSHI for those who continue to provide liquidity through migration. (https://twitter.com/SBF_Alameda/status/1302967576968880130?s=20)

This proposal is to match the amount given out by SBF and provide another 1mm $SUSHI from treasury to those who continue to stake liquidity through migration.

"
36,sushi,sushi--QmXC3d5Pmbpt3qQ4RQhJG8QTqrb5ki8bZRz78ZTEWhKHV3,2020-09-07 15:12:15+00:00,Proposal to decrease $Sushi Inflation,"After 10x reduction pure equity APR at listed Sushi Price+Total Liquidity(Trading fees not included) We have a lot of wiggle room to reduce inflation and keep Sushiswap more profitable for LPs than Uniswap. This proposal is just for exposure and to start the dialogue. Some rough calculations below. Decreasing inflation and letting equity run for a year or two could solidify Sushiswap as a top DMM and keep the price of Sushi high.

Sushi Price $2.74
Liquidity Provided: $1.23B

Sushi-ETH Pool: 115%
USDC-ETH Pool: 29.5%
USDT-ETH Pool: 25.7%
DAI-ETH Pool: 41.2%
—————————————————————
Sushi Price $5.48
Liquidity Provided $1.23B

Sushi-ETH Pool: 230%
USDC-ETH Pool: 59%
USDT-ETH Pool 51.4%
DAI-ETH Pool: 82.4%
—————————————————————
Sushi Price $1.37
Liquidity Provided $1.23B

Sushi-ETH Pool: 57.5%
USDC-ETH Pool: 14.75%
USDT-ETH Pool: 12.85%
DAI-ETH Pool: 20.6%"
37,sushi,sushi--QmSzSkfom2PZsQffGBJexnhfTaZsfRqpU2xZnBJV9SifeE,2020-09-07 16:44:24+00:00,Stake/Unstake/Harvest functionality on FTX,"Proposal for chef SBF to add smart contract interaction functionalities straight from ftx's UI, adding another interface to interact with the smart contracts. Additionally would be super cool if these interactions were cheaper or free. "
